"1332 E Grand Ave, Escondido, CA 92027",9,POSS CONTROLLED SUBS FOR SALE (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1333 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1334 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(Shoplift) (M),1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1335 E Grand Ave, Escondido, CA 92027",9,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1336 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1337 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(from Building) (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1338 E Grand Ave, Escondido, CA 92027",9,FRAUD,1600  CHERRY PLACE,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1339 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1000 E  GRAND AVENUE,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1340 E Grand Ave, Escondido, CA 92027",9,FRAUD,1100 E  OHIO AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1341 E Grand Ave, Escondido, CA 92027",9,FRAUD,1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1342 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL BURGLARY,1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1343 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL BURGLARY,1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1344 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1345 E Grand Ave, Escondido, CA 92027",9,THREATEN CRIME WITH INTENT TO TERRORIZE (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1346 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL BURGLARY,400 N  CEDAR STREET,400,  ,Escondido,CA,92027,,,,,,,,,,,
"1347 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1348 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1300 E  WASHINGTON AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1349 E Grand Ave, Escondido, CA 92027",9,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1350 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(Shoplift) (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1351 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1000 E  WASHINGTON AVENUE,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1352 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1353 E Grand Ave, Escondido, CA 92027",9,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1354 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),100 N  ASH STREET,100,  ,Escondido,CA,92027,,,,,,,,,,,
"1355 E Grand Ave, Escondido, CA 92027",9,DUI DRUG (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1356 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1357 E Grand Ave, Escondido, CA 92027",9,SHOPLIFTING (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1358 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1359 E Grand Ave, Escondido, CA 92027",9,VANDALISM [$400 OR LESS] (M),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1360 E Grand Ave, Escondido, CA 92027",9,USE/UNDER INFL OF CONTROLLED SUBS (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1361 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1362 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1300  OAK HILL DRIVE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1363 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1364 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1365 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),1700 E  VALLEY PARKWAY,1700,  ,Escondido,CA,92027,,,,,,,,,,,
"1366 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1600  RIVA LANE,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1367 E Grand Ave, Escondido, CA 92027",9,POSS NARCOTIC CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1368 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1369 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL:CAUSING BODILY INJURY (F),1200 E  GRAND AVENUE,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1370 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1371 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL (M),1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1372 E Grand Ave, Escondido, CA 92027",9,USE/UNDER INFL OF CONTROLLED SUBS (M),1700 E  VALLEY PARKWAY,1700,  ,Escondido,CA,92027,,,,,,,,,,,
"1373 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL (M),1300  OAK HILL DRIVE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1374 E Grand Ave, Escondido, CA 92027",9,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1375 E Grand Ave, Escondido, CA 92027",9,POSS NARCOTIC CONTROLLED SUBS (M),600  SAN PASQUAL VALLEY ROAD,600,  ,Escondido,CA,92027,,,,,,,,,,,
"1376 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1377 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1378 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),600 N  ASH STREET,600,  ,Escondido,CA,92027,,,,,,,,,,,
"1379 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(Shoplift) (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1380 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1381 E Grand Ave, Escondido, CA 92027",9,USE/UNDER INFL OF CONTROLLED SUBS (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1382 E Grand Ave, Escondido, CA 92027",9,POSS NARCOTIC CONTROLLED SUBS (M),300 N  BEECH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1383 E Grand Ave, Escondido, CA 92027",9,ARSON:STRUCTURE/FOREST LAND (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1384 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL BURGLARY,1000 E  VALLEY PARKWAY,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1385 E Grand Ave, Escondido, CA 92027",9,OTHER SEX CRIME,1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1386 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),400 N  ASH STREET,400,  ,Escondido,CA,92027,,,,,,,,,,,
"1387 E Grand Ave, Escondido, CA 92027",9,SIMPLE BATTERY (M),1000 E  OHIO AVENUE,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1388 E Grand Ave, Escondido, CA 92027",9,POSS NARCOTIC CONTROLLED SUBS (M),1000 E  OHIO AVENUE,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1389 E Grand Ave, Escondido, CA 92027",9,ADW:ASSAULT WITH FIREARM ON PERS (F),100  FERNWOOD AVENUE,100,  ,Escondido,CA,92027,,,,,,,,,,,
"1390 E Grand Ave, Escondido, CA 92027",9,SIMPLE BATTERY (M),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1391 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1392 E Grand Ave, Escondido, CA 92027",9,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1393 E Grand Ave, Escondido, CA 92027",9,CARRY CONCEALED WEAPON ON PERSON (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1394 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),200 S  ASH STREET,200,  ,Escondido,CA,92027,,,,,,,,,,,
"1395 E Grand Ave, Escondido, CA 92027",9,SIMPLE BATTERY (M),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1396 E Grand Ave, Escondido, CA 92027",9,WILLFUL CRUELTY TO CHILD: WITH INJURY/DEATH (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1397 E Grand Ave, Escondido, CA 92027",9,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),500 N  BEECH STREET,500,  ,Escondido,CA,92027,,,,,,,,,,,
"1398 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1399 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL (M),300 N  BEECH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1400 E Grand Ave, Escondido, CA 92027",9,USE/UNDER INFL OF CONTROLLED SUBS (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1401 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),400 N  ROSE STREET,400,  ,Escondido,CA,92027,,,,,,,,,,,
"1402 E Grand Ave, Escondido, CA 92027",9,DUI W/PRIOR SPECIFIC CONVICTIONS (F),1600  RIVA LANE,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1403 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1400  KINGSTON DRIVE,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1404 E Grand Ave, Escondido, CA 92027",9,USE/UNDER INFL OF CONTROLLED SUBS (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1405 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL ROBBERY - WEAPON USED,1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1406 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1407 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1408 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1409 E Grand Ave, Escondido, CA 92027",9,ARSON:PROP (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1410 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),900 E  GRAND AVENUE,900,  ,Escondido,CA,92027,,,,,,,,,,,
"1411 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),1000 E  OHIO AVENUE,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1412 E Grand Ave, Escondido, CA 92027",9,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1413 E Grand Ave, Escondido, CA 92027",9,POSS CONTROLLED SUBS PARAPHERNALIA (M),1000 E  GRAND AVENUE,1000,  ,Escondido,CA,92027,,,,,,,,,,,
"1414 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1415 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),400 N  ROSE STREET,400,  ,Escondido,CA,92027,,,,,,,,,,,
"1416 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1417 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL (M),600 N  ASH STREET,600,  ,Escondido,CA,92027,,,,,,,,,,,
"1418 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1419 E Grand Ave, Escondido, CA 92027",9,GRAND THEFT (Shoplifting) (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1420 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1700 E  VALLEY PARKWAY,1700,  ,Escondido,CA,92027,,,,,,,,,,,
"1421 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1422 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1423 E Grand Ave, Escondido, CA 92027",9,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),1100 E  04TH AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1424 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1425 E Grand Ave, Escondido, CA 92027",9,POSS CONTROLLED SUBS PARAPHERNALIA (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1426 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1427 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL BURGLARY,1700 E  VALLEY PARKWAY,1700,  ,Escondido,CA,92027,,,,,,,,,,,
"1428 E Grand Ave, Escondido, CA 92027",9,POSS CONTROLLED SUBS PARAPHERNALIA (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1429 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1430 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1431 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1432 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1433 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1434 E Grand Ave, Escondido, CA 92027",9,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1435 E Grand Ave, Escondido, CA 92027",9,CARRY CONCEALED DIRK OR DAGGER (F),1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1436 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),1200 E  PENNSYLVANIA AVENUE,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1437 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1300  OAK HILL DRIVE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1438 E Grand Ave, Escondido, CA 92027",9,SHOPLIFTING (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1439 E Grand Ave, Escondido, CA 92027",9,ARSON:PROP (F),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1440 E Grand Ave, Escondido, CA 92027",9,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1441 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1442 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1443 E Grand Ave, Escondido, CA 92027",9,POSS NARCOTIC CONTROLLED SUBS (M),300 N  ASH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1444 E Grand Ave, Escondido, CA 92027",9,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1445 E Grand Ave, Escondido, CA 92027",9,POSS CONTROLLED SUBS PARAPHERNALIA (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1446 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1700 E  VALLEY PARKWAY,1700,  ,Escondido,CA,92027,,,,,,,,,,,
"1447 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1448 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(Shoplift) (M),1600 E  VALLEY PARKWAY,1600,  ,Escondido,CA,92027,,,,,,,,,,,
"1449 E Grand Ave, Escondido, CA 92027",9,GRAND THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (F),1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1450 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1451 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1452 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1300 E  GRAND AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1453 E Grand Ave, Escondido, CA 92027",9,POSSESS CONTROLLED SUBSTANCE (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1454 E Grand Ave, Escondido, CA 92027",9,SIMPLE BATTERY (M),1100 E  03RD AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1455 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1456 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1457 E Grand Ave, Escondido, CA 92027",9,SIMPLE BATTERY (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1458 E Grand Ave, Escondido, CA 92027",9,THREATEN CRIME WITH INTENT TO TERRORIZE (F),1100 E  WASHINGTON AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1459 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),600  BEECHWOOD STREET,600,  ,Escondido,CA,92027,,,,,,,,,,,
"1460 E Grand Ave, Escondido, CA 92027",9,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),100 N  ASH STREET,100,  ,Escondido,CA,92027,,,,,,,,,,,
"1461 E Grand Ave, Escondido, CA 92027",9,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1100 E  VALLEY PARKWAY,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1462 E Grand Ave, Escondido, CA 92027",9,POSS CONTROLLED SUBS PARAPHERNALIA (M),1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1463 E Grand Ave, Escondido, CA 92027",9,TAMPER WITH VEH,1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1464 E Grand Ave, Escondido, CA 92027",9,VANDALISM ($400 OR MORE) (F),200 N  CEDAR STREET,200,  ,Escondido,CA,92027,,,,,,,,,,,
"1465 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(Shoplift) (M),1300 E  VALLEY PARKWAY,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1466 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),300 S  BEECH STREET,300,  ,Escondido,CA,92027,,,,,,,,,,,
"1467 E Grand Ave, Escondido, CA 92027",9,ADW:ASSAULT WITH FIREARM ON PERS (F),1100 E  03RD AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1468 E Grand Ave, Escondido, CA 92027",9,MAYHEM (F),900 E  OHIO AVENUE,900,  ,Escondido,CA,92027,,,,,,,,,,,
"1469 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1400  KATELLA COURT,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1470 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1200 E  OHIO AVENUE,1200,  ,Escondido,CA,92027,,,,,,,,,,,
"1471 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,200 S  ROSE STREET,200,  ,Escondido,CA,92027,,,,,,,,,,,
"1472 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),500 N  ROSE STREET,500,  ,Escondido,CA,92027,,,,,,,,,,,
"1473 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),1400 E  VALLEY PARKWAY,1400,  ,Escondido,CA,92027,,,,,,,,,,,
"1474 E Grand Ave, Escondido, CA 92027",9,DUI ALCOHOL (M),1100 E  OHIO AVENUE,1100,  ,Escondido,CA,92027,,,,,,,,,,,
"1475 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),600  HARDING STREET,600,  ,Escondido,CA,92027,,,,,,,,,,,
"1476 E Grand Ave, Escondido, CA 92027",9,DISORD CONDUCT:ALC (M),600  HARDING STREET,600,  ,Escondido,CA,92027,,,,,,,,,,,
"1477 E Grand Ave, Escondido, CA 92027",9,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1478 E Grand Ave, Escondido, CA 92027",9,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),1300 E  WASHINGTON AVENUE,1300,  ,Escondido,CA,92027,,,,,,,,,,,
"1479 E Grand Ave, Escondido, CA 92027",9,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),400  SAN PASQUAL VALLEY ROAD,400,  ,Escondido,CA,92027,,,,,,,,,,,
"1480 E Grand Ave, Escondido, CA 92027",9,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,  ,Escondido,CA,92027,,,,,,,,,,,
"1481 E Grand Ave, Escondido, CA 92027",9,COMMERCIAL BURGLARY,1200 E  VALLEY PARKWAY,1200,  ,Escondido,CA,92027,,,,,,,,,,,
